State,State_abbr,County,FIPS,Population,Sum of LALOWI1_10,Average of MedianFamilyIncome,Sum of TractWhite,FD%,%White,%Minority
Alabama,AL,Autauga,1001,54571,6835.642497,61082.91667,42855,0.125261448,0.785307214,0.214692786
Alabama,AL,Baldwin,1003,182265,15459.84842,60664.93548,156153,0.084820719,0.856736071,0.143263929
Alabama,AL,Barbour,1005,27457,3251.362574,43123,13180,0.118416527,0.480023309,0.519976691
Alabama,AL,Bibb,1007,22915,164.9032952,43362.5,17381,0.007196304,0.7584988,0.2415012
Alabama,AL,Blount,1009,57322,2570.900481,52136,53068,0.044850153,0.925787656,0.074212344
Alabama,AL,Bullock,1011,10914,3192.409115,45273.66667,2507,0.292505875,0.229704966,0.770295034
Alabama,AL,Butler,1013,20947,1414.129113,42592.55556,11399,0.067509864,0.544182938,0.455817062
Alabama,AL,Calhoun,1015,118572,14477.22917,41626.48387,88840,0.122096525,0.749249401,0.250750599
Alabama,AL,Chambers,1017,34215,3534.147354,41690.22222,20112,0.103292338,0.587812363,0.412187637
Alabama,AL,Cherokee,1019,25989,1526.390176,45531,24081,0.058732163,0.926584324,0.073415676
Alabama,AL,Chilton,1021,43643,2072.738934,52456.77778,36713,0.047493044,0.841211649,0.158788351
Alabama,AL,Choctaw,1023,13859,1010.379176,48360.25,7731,0.07290419,0.557832455,0.442167545
Alabama,AL,Clarke,1025,25833,4187.266753,44922.66667,14070,0.162089837,0.544652189,0.455347811
Alabama,AL,Clay,1027,13932,324.1809049,42929,11380,0.023268799,0.816824577,0.183175423
Alabama,AL,Cleburne,1029,14972,310.177285,44902.75,14079,0.020717158,0.94035533,0.05964467
Alabama,AL,Coffee,1031,49948,4945.081975,52192,37330,0.099004604,0.747377272,0.252622728
Alabama,AL,Colbert,1033,54428,5926.952629,49333.78571,43789,0.108895286,0.804530756,0.195469244
Alabama,AL,Conecuh,1035,13228,1750.034804,34702.8,6788,0.132297763,0.513153916,0.486846084
Alabama,AL,Coosa,1037,11539,1166.205181,44178.66667,7648,0.101066399,0.662795736,0.337204264
Alabama,AL,Covington,1039,37765,2591.93499,44752.85714,32022,0.068633258,0.847927976,0.152072024
Alabama,AL,Crenshaw,1041,13906,2369.451736,50173.33333,10097,0.170390604,0.726089458,0.273910542
Alabama,AL,Cullman,1043,80406,2624.093704,48658.88889,76133,0.032635546,0.9468572,0.0531428
Alabama,AL,Dale,1045,50251,3583.720281,54711.28571,37236,0.071316397,0.741000179,0.258999821
Alabama,AL,Dallas,1047,43820,3773.501573,36760.6,12769,0.086113683,0.291396623,0.708603377
Alabama,AL,DeKalb,1049,71109,0,46682.64286,60087,0,0.844998523,0.155001477
Alabama,AL,Elmore,1051,79303,2086.300665,63790.8,60455,0.026307966,0.762329294,0.237670706
Alabama,AL,Escambia,1053,38319,2096.082411,39200.55556,23784,0.054700864,0.620684256,0.379315744
Alabama,AL,Etowah,1055,104430,13554.77689,43995.2,83823,0.129797729,0.802671646,0.197328354
Alabama,AL,Fayette,1057,17241,95.28257901,43022.8,14910,0.005526511,0.864799026,0.135200974
Alabama,AL,Franklin,1059,31704,1557.462365,46421.66667,26320,0.049125106,0.830179157,0.169820843
Alabama,AL,Geneva,1061,26790,862.1547806,45978,23127,0.032181963,0.863269877,0.136730123
Alabama,AL,Greene,1063,9045,1930.426929,30559.33333,1575,0.213424757,0.174129353,0.825870647
Alabama,AL,Hale,1065,15760,732.4471013,41982.83333,6266,0.04647507,0.397588832,0.602411168
Alabama,AL,Henry,1067,17302,1074.008656,55788.33333,11865,0.062074249,0.685758872,0.314241128
Alabama,AL,Houston,1069,101547,4894.288117,48522.5,71053,0.048197269,0.699705555,0.300294445
Alabama,AL,Jackson,1071,53227,2131.81955,45343.72727,48348,0.040051469,0.908335995,0.091664005
Alabama,AL,Jefferson,1073,658466,84219.04919,57674.43558,349166,0.127901895,0.530271874,0.469728126
Alabama,AL,Lamar,1075,14564,109.3285386,40655.33333,12626,0.007506766,0.866932161,0.133067839
Alabama,AL,Lauderdale,1077,92709,5174.834401,51436.68182,80112,0.055818037,0.864123224,0.135876776
Alabama,AL,Lawrence,1079,34339,1396.079205,50423.11111,26647,0.040655791,0.775998136,0.224001864
Alabama,AL,Lee,1081,140247,24013.36484,57428.81481,100006,0.17122195,0.713070511,0.286929489
Alabama,AL,Limestone,1083,82782,3309.43566,57960.4375,66506,0.039977721,0.80338721,0.19661279
Alabama,AL,Lowndes,1085,11299,1475.891758,37409,2859,0.13062145,0.253031242,0.746968758
Alabama,AL,Macon,1087,21452,4953.986197,46682.08333,3319,0.230933535,0.154717509,0.845282491
Alabama,AL,Madison,1089,334811,32148.49759,70237.24658,228280,0.096019837,0.681817503,0.318182497
Alabama,AL,Marengo,1091,21027,3129.137098,44825.66667,9751,0.148815195,0.4637371,0.5362629
Alabama,AL,Marion,1093,30776,918.9870477,43428.25,28791,0.02986051,0.93550169,0.06449831
Alabama,AL,Marshall,1095,93019,8702.005824,50117.27778,81464,0.093550843,0.875778067,0.124221933
Alabama,AL,Mobile,1097,412992,40315.53261,49978.45614,248647,0.097618193,0.60206251,0.39793749
Alabama,AL,Monroe,1099,23068,2324.646912,40901.85714,12718,0.100773665,0.551326513,0.448673487
Alabama,AL,Montgomery,1101,229363,35787.02585,55678.03077,90656,0.156027894,0.395251196,0.604748804
Alabama,AL,Morgan,1103,119490,7042.179666,55984.25926,95404,0.058935306,0.798426647,0.201573353
